directorio,secuencia_p,orden,age,parentesco,p6210,other_job,sex,estrato1,cotPension,regSalud,cuentaPropia,formal,hoursWorkUsual,ocu,oficio,firm_time,sizeFirm,wage,iof1,iof2,iof6,age2,ln_wage
4665721,1,2,24,2,6,2,0,2,1,1,0,1,48,1,45,3,5,3797.7041015625,0,0,0,576,8.24215197932255
4665723,1,3,27,3,6,2,0,3,1,1,0,1,48,1,19,16,5,9007.638671875,0,0,0,729,9.10582823766056
4665725,1,1,25,1,3,2,1,2,2,3,0,0,58,1,83,4,2,3620.68969726562,0,0,0,625,8.19441981077893
4665726,1,1,29,1,5,2,1,2,2,1,1,0,60,1,33,96,1,,0,0,0,841,
4665726,1,2,21,2,6,2,0,2,1,1,0,1,48,1,59,24,5,5833.33349609375,0,0,0,441,8.67134389914528
4665727,1,1,28,1,5,2,1,2,1,1,0,1,60,1,58,1,5,4588.888671875,0,0,0,784,8.43139315432174
4665728,1,3,19,9,3,2,1,2,2,3,1,0,24,1,97,30,1,,0,0,0,361,
4665731,1,1,54,1,4,2,1,2,2,1,1,0,60,1,98,12,1,,0,0,0,2916,
4665732,1,1,41,1,4,2,0,2,2,1,1,0,30,1,45,156,1,,0,0,9e+05,1681,
4665733,1,1,36,1,6,2,1,2,1,1,0,1,48,1,39,12,5,12152.77734375,0,0,0,1296,9.40531301060941
4665733,1,2,27,2,6,2,0,2,1,1,0,1,48,1,37,9,5,5833.33349609375,0,0,0,729,8.67134389914528
4665734,1,1,56,1,6,2,1,3,1,1,0,1,48,1,55,15,5,3800.17358398438,0,0,0,3136,8.24280202466707
4665734,1,3,30,3,6,2,0,3,1,1,0,1,48,1,12,19,5,15555.5556640625,0,0,0,900,9.65217313123067
4665734,1,2,48,2,5,2,0,3,1,1,0,1,48,1,53,3,5,3800.17358398438,0,0,0,2304,8.24280202466707
4665735,1,1,39,1,1,1,1,2,1,1,0,1,48,1,94,25,3,,0,0,0,1521,
4665735,1,5,48,5,3,2,0,2,2,,1,0,18,1,45,1,1,,0,0,0,2304,
4665739,1,1,44,1,5,2,1,3,1,1,0,1,70,1,21,36,3,,0,0,0,1936,
4665739,1,2,45,2,5,2,0,3,2,1,0,0,70,1,21,36,3,,0,0,0,2025,
4665739,1,3,25,3,6,2,1,3,1,1,0,1,45,1,3,48,5,13564.4443359375,0,0,0,625,9.5152072611827
4665740,1,1,69,1,3,2,1,3,3,1,1,1,48,1,79,360,1,,0,7e+05,0,4761,
4665741,1,1,38,1,6,2,0,3,2,1,0,0,70,1,57,12,2,2604.13989257812,0,0,0,1444,7.86485772407369
4665742,1,1,25,1,4,2,1,1,1,1,0,1,70,1,97,24,3,2666.66674804688,0,0,0,625,7.88858456251144
4665743,1,1,38,1,3,1,1,2,2,3,0,0,40,1,95,2,2,875,0,0,0,1444,6.77422388635761
4665744,1,1,41,1,5,2,0,2,2,,1,0,84,1,45,3,1,,0,0,0,1681,
4665744,1,2,22,3,6,2,1,2,2,,1,0,72,1,99,1,3,,0,0,0,484,
4665745,1,3,38,3,3,2,1,2,2,3,1,0,28,1,97,180,1,,0,0,0,1444,
4665745,1,4,34,3,1,2,1,2,2,3,1,0,72,1,98,168,1,,0,0,0,1156,
4665746,1,1,30,1,3,2,0,3,2,3,0,0,30,1,45,72,2,5444.4443359375,0,0,0,900,8.6023509798267
4665746,1,3,22,5,4,2,1,3,1,1,0,1,48,1,58,6,3,4861.111328125,0,0,0,484,8.4890223590924
4665747,1,1,46,1,5,2,1,3,2,,1,0,48,1,99,240,1,,0,0,0,2116,
4665747,1,2,40,2,5,2,0,3,1,1,1,1,84,1,55,60,1,,0,0,0,1600,
4665748,1,1,25,1,6,2,1,3,2,,1,0,84,1,6,2,1,,0,0,0,625,
4665749,1,1,49,1,5,2,0,2,2,1,1,0,12,1,45,1,1,,0,0,0,2401,
4665749,1,3,28,3,6,2,1,2,1,1,0,1,48,1,97,8,3,,0,0,175000,784,
4665749,1,2,30,3,6,2,1,2,1,1,0,1,48,1,97,24,4,,0,0,175000,900,
4665751,1,1,56,1,4,2,1,2,2,3,0,0,50,1,45,6,2,3733.33325195312,0,0,0,3136,8.2250567468168
4665752,1,1,64,1,6,2,1,4,2,,0,0,50,1,2,360,2,,0,0,0,4096,
4665752,1,2,58,2,6,2,0,4,2,,1,0,40,1,45,180,1,,0,0,0,3364,
4665752,1,3,36,3,6,2,1,4,2,,0,0,48,1,8,96,2,14583.3330078125,0,0,0,1296,9.58763458079622
4665753,1,1,35,1,5,2,1,3,1,1,0,1,72,1,85,36,5,2531.802734375,0,0,0,1225,7.83668687121439
4665753,1,2,35,2,5,2,0,3,2,1,0,0,25,1,77,18,3,8400,0,0,0,1225,9.03598698483141
4665754,1,2,49,2,4,2,0,3,1,1,0,1,48,1,55,24,5,3797.7041015625,0,0,0,2401,8.24215197932255
4665754,1,1,40,1,3,2,1,3,1,1,0,1,60,1,58,36,5,3500,0,0,0,1600,8.16051824747751
4665755,1,1,46,1,5,2,1,2,1,1,1,1,60,1,98,36,1,,0,0,0,2116,
4665756,1,1,27,1,5,2,0,3,1,1,0,1,48,1,39,7,5,4520.83349609375,0,0,0,729,8.41645165761701
4665757,1,1,38,1,6,2,1,3,1,1,0,1,48,1,59,10,5,8263.888671875,0,0,0,1444,9.01965053925121
4665757,1,2,35,2,6,2,0,3,1,1,1,1,48,1,59,36,5,,0,0,0,1225,
4665758,1,1,52,1,4,2,0,2,1,1,0,1,48,1,53,300,5,3797.7041015625,0,0,0,2704,8.24215197932255
4665759,1,1,24,1,6,2,1,2,1,1,0,1,48,1,81,6,4,3797.7041015625,0,0,0,576,8.24215197932255
4665760,1,1,48,1,6,2,0,3,1,1,0,1,43,1,55,24,5,4341.08544921875,0,0,0,2304,8.37587969933041
4665760,1,3,34,5,6,2,1,3,1,1,0,1,48,1,6,12,5,14583.3330078125,0,0,5e+05,1156,9.58763458079622
4665760,1,2,50,2,3,2,1,3,1,1,1,1,72,1,98,216,1,,0,0,0,2500,
4665761,1,1,36,1,5,1,0,3,1,1,0,1,40,1,54,77,1,4900,1e+05,0,0,1296,8.49699048409872
4665761,1,2,18,3,6,2,1,3,2,1,0,0,35,1,37,1,2,2000,0,0,0,324,7.60090245954208
4665762,1,1,37,1,5,2,0,3,2,3,1,0,16,1,57,48,1,,0,0,0,1369,
4665762,1,2,37,2,4,2,1,3,2,3,1,0,40,1,41,96,1,,0,0,0,1369,
4665763,1,1,51,1,4,2,0,2,2,3,1,0,48,1,79,72,2,,0,0,0,2601,
4665763,1,2,30,2,5,2,1,2,2,3,0,0,48,1,95,120,2,4861.111328125,0,0,0,900,8.4890223590924
4665763,1,3,21,3,5,2,0,2,1,1,0,1,48,1,79,3,5,3797.7041015625,0,0,0,441,8.24215197932255
4665764,1,1,25,1,6,2,1,2,1,1,0,1,48,1,3,84,5,,0,0,0,625,
4665764,1,2,22,9,5,2,0,2,1,1,0,1,48,1,38,30,5,,0,0,0,484,
4665765,1,1,46,1,4,2,0,3,2,3,0,0,50,1,54,2,1,3646.53344726562,0,0,0,2116,8.20153225481212
4665765,1,2,20,5,5,2,1,3,2,,0,0,91,1,97,1,2,2307.6923828125,0,0,0,400,7.74400333573484
4665766,1,1,21,1,4,2,1,1,2,1,1,0,48,1,77,12,4,,0,0,0,441,
4665766,1,2,21,2,4,2,0,1,2,3,1,0,48,1,77,3,4,,0,0,0,441,
4665767,1,1,47,1,5,2,0,2,2,3,1,0,65,1,45,168,5,,0,0,0,2209,
4665767,1,3,20,3,5,2,0,2,2,3,0,0,50,1,36,6,2,2566.66674804688,0,0,0,400,7.85036335088024
4665768,1,1,56,1,5,2,1,4,1,1,0,1,40,1,19,240,3,,0,0,0,3136,
4665769,1,2,60,2,1,2,0,2,2,3,0,0,50,1,45,1,2,,0,0,0,3600,
4665770,1,1,52,1,4,2,0,3,2,,1,0,70,1,41,5,1,,0,0,0,2704,
4665770,1,2,31,3,5,2,1,3,2,,1,0,48,1,16,120,1,,0,0,0,961,
4665770,1,3,20,3,5,2,0,3,1,1,0,1,48,1,33,24,5,3797.7041015625,0,0,0,400,8.24215197932255
4665771,1,2,41,3,6,2,1,4,1,1,1,1,30,1,6,24,5,,0,0,0,1681,
4665771,1,3,40,5,6,2,0,4,1,1,1,1,35,1,6,23,4,,0,0,0,1600,
4665774,1,1,58,1,4,2,1,3,2,3,1,0,6,1,97,12,1,,0,0,0,3364,
4665775,1,1,38,1,6,2,0,3,1,1,0,1,48,1,7,110,5,16527.77734375,0,0,0,1444,9.71279771981115
4665777,1,1,53,1,4,2,0,3,2,3,1,0,20,1,55,12,1,,0,0,0,2809,
4665780,1,1,43,1,6,2,0,3,1,1,1,1,50,1,2,24,5,,0,0,0,1849,
4665781,1,3,34,3,6,2,0,3,1,1,0,1,40,1,8,40,5,8166.66650390625,0,0,0,1156,9.00781608793486
4665784,1,1,52,1,5,2,1,2,2,3,0,0,60,1,81,3,2,1555.55554199219,0,0,0,2704,7.34958802254187
4665787,1,1,54,1,5,2,0,3,2,3,1,0,48,1,79,180,1,,0,0,0,2916,
4665788,1,1,20,1,5,2,0,2,1,1,0,1,48,1,79,18,5,3797.7041015625,0,0,0,400,8.24215197932255
4665788,1,2,21,5,5,2,0,2,1,1,0,1,40,1,97,12,5,4557.2451171875,0,0,0,441,8.42447357897409
4665792,1,1,23,1,5,1,0,3,1,1,0,1,48,1,33,1,5,3797.7041015625,0,0,0,529,8.24215197932255
4665793,1,1,73,1,1,2,0,2,2,3,0,0,70,1,53,1,2,800,0,0,150000,5329,6.68461172766793
4665796,1,1,41,1,3,2,0,2,2,3,1,0,60,1,81,24,3,,0,0,0,1681,
4665797,1,1,42,1,3,2,1,2,2,,0,0,50,1,95,120,2,,0,0,0,1764,
4665797,1,2,45,2,5,2,0,2,1,1,0,1,48,1,70,1,5,3797.7041015625,0,0,0,2025,8.24215197932255
4668984,1,1,36,1,6,2,1,2,1,1,0,1,40,1,13,13,5,36431.5,0,0,3500000,1296,10.5031890640108
4668985,1,1,60,1,6,2,1,5,2,1,1,0,40,1,6,280,1,,0,0,0,3600,
4668986,1,1,40,1,6,2,0,2,1,1,1,1,48,1,21,9,4,,0,0,0,1600,
4668986,1,2,31,2,6,1,1,2,1,1,0,1,40,1,13,21,5,35000,50000,0,0,961,10.4631033404715
4669783,1,1,25,1,5,2,1,1,1,1,0,1,48,1,53,3,5,4375,0,0,0,625,8.38366179879172
4669783,1,2,22,2,6,2,0,1,1,1,0,1,48,1,53,29,5,3797.7041015625,0,0,0,484,8.24215197932255
4669784,1,3,20,3,4,2,1,2,2,,0,0,16,1,83,1,2,3500,0,0,0,400,8.16051824747751
4669784,1,1,46,1,3,2,0,2,2,,1,0,30,1,56,72,1,,0,0,0,2116,
4669784,1,2,28,3,5,2,0,2,1,1,0,1,48,1,39,47,4,3797.7041015625,0,0,0,784,8.24215197932255
4669785,1,1,38,1,5,2,0,2,1,1,0,1,48,1,97,24,5,3801.38891601562,0,0,0,1444,8.24312178314872
4669787,1,1,37,1,6,2,1,3,1,2,0,1,40,1,13,160,5,17500,0,0,0,1369,9.76995615991161
4669787,1,2,36,2,6,2,0,3,1,2,0,1,40,1,13,160,5,22166.666015625,0,0,0,1296,10.0063449086055
4671413,1,1,37,1,4,2,1,3,2,1,0,0,54,1,56,48,2,3888.88891601562,0,0,0,1369,8.26587877011078
4671413,1,2,38,2,3,2,0,3,1,1,0,1,66,1,21,24,2,,0,0,0,1444,
4671414,1,1,38,1,3,2,1,2,2,3,0,0,60,1,84,4,4,2916.66674804688,0,0,0,1444,7.97819671858534
4671414,1,2,35,2,5,2,0,2,2,3,0,0,48,1,45,2,2,3888.88891601562,0,0,0,1225,8.26587877011078
4671415,1,2,29,3,5,2,1,2,1,1,0,1,48,1,62,54,5,4083.33325195312,0,0,0,841,8.31466890737492
4671416,1,1,58,1,6,2,1,5,1,1,0,1,48,1,5,25,5,29166.666015625,0,0,0,3364,10.2807817613562
4671416,1,2,56,2,6,2,0,5,1,1,0,1,48,1,21,36,5,43750,0,0,0,3136,10.6862468917858
4671417,1,2,54,3,6,2,0,3,2,,1,0,28,1,45,48,1,,0,0,0,2916,
4671417,1,3,56,3,4,2,1,3,2,,1,0,40,1,45,240,1,,0,0,0,3136,
4671418,1,2,31,3,6,2,0,5,1,1,0,1,110,1,5,24,2,,4e+05,0,0,961,
4671418,1,3,21,3,6,2,1,5,1,1,1,1,30,1,12,4,5,,0,1400000,0,441,
4671419,1,1,62,1,6,2,1,5,1,2,0,1,48,1,21,144,5,48611.109375,0,0,1500000,3844,10.7916073717293
4671420,1,1,42,1,6,2,1,3,2,1,0,0,30,1,17,288,4,14000,0,0,0,1764,9.5468126085974
4671420,1,2,44,2,6,2,0,3,1,1,0,1,56,1,45,1,2,3750,0,0,0,1936,8.22951111896446
4671420,1,3,18,3,6,2,1,3,2,1,0,0,20,1,45,0,2,4083.33325195312,0,0,0,324,8.31466890737492
4671421,1,1,64,1,6,2,1,5,3,1,0,1,48,1,44,360,5,,0,0,0,4096,
4671422,1,1,40,1,3,2,1,5,1,1,0,1,35,1,58,48,2,6266.66650390625,0,0,0,1600,8.74299983417752
4671422,1,2,40,2,5,2,0,5,2,1,0,0,48,1,58,6,5,4861.111328125,0,0,0,1600,8.4890223590924
4671423,1,2,50,5,6,2,1,3,1,1,0,1,48,1,45,8,5,3797.7041015625,0,0,0,2500,8.24215197932255
4671425,1,1,55,1,5,2,1,3,2,1,1,0,25,1,44,36,1,,0,0,0,3025,
4671425,1,2,47,2,5,2,0,3,2,1,1,0,20,1,41,120,1,,0,0,0,2209,
4671426,1,1,63,1,6,1,1,3,3,1,0,1,88,1,21,336,3,,0,0,0,3969,
4671426,1,3,19,3,6,2,1,3,2,1,0,0,40,1,37,2,3,2333.33325195312,0,0,0,361,7.75505310449211
4671427,1,1,64,1,6,2,0,2,3,1,1,1,42,1,44,7,4,,0,1200000,0,4096,
4671428,1,1,36,1,6,1,1,2,1,1,1,1,40,1,17,18,5,,0,0,0,1296,
4671429,1,1,24,1,6,2,1,3,1,1,0,1,40,1,19,24,5,13416.6669921875,0,0,0,576,9.50425301844102
4671430,1,1,53,1,3,2,1,5,1,1,0,1,90,1,58,374,2,2025.85180664062,0,0,0,2809,7.61374553634885
4671430,1,2,58,2,3,2,0,5,2,1,0,0,20,1,58,374,2,,0,0,0,3364,
4671430,1,3,23,3,5,2,1,5,2,1,0,0,45,1,59,43,2,,0,0,0,529,
4671430,1,4,21,3,5,2,1,5,2,1,0,0,45,1,59,1,2,1037.03698730469,0,0,0,441,6.94412287519682
4671431,1,1,47,1,6,2,1,5,1,1,0,1,40,1,31,6,5,,0,0,1e+06,2209,
4671431,1,4,31,6,5,2,0,5,1,1,0,1,48,1,54,3,1,3402.77783203125,0,0,0,961,8.13234738645469
4671432,1,3,43,3,5,2,0,3,2,3,0,0,30,1,45,9,2,,0,0,0,1849,
4671432,1,4,45,5,5,2,1,3,2,3,1,0,48,1,41,9,2,,0,0,0,2025,
4671433,1,1,31,1,6,2,0,2,1,1,0,1,40,1,21,30,5,29166.666015625,0,0,0,961,10.2807817613562
4671434,1,1,45,1,6,2,1,3,1,1,0,1,48,1,12,168,5,19444.4453125,0,0,8e+05,2025,9.87531672021229
4671435,1,1,34,1,6,2,1,2,1,2,0,1,60,1,58,132,5,7777.77783203125,0,0,0,1156,8.95902595067072
4671436,1,1,66,1,6,2,1,5,3,1,0,1,30,1,21,372,4,23333.333984375,0,1e+07,0,4356,10.0576382602652
4671436,1,2,67,2,6,2,0,5,3,1,0,1,30,1,33,408,4,15555.5556640625,0,4e+06,0,4489,9.65217313123067
4671436,1,3,29,3,6,2,0,5,1,1,0,1,48,1,13,42,5,24305.5546875,0,0,0,841,10.0984601911694
4671437,1,1,36,1,6,2,1,3,1,1,0,1,48,1,11,12,5,,0,0,0,1296,
4671439,1,1,39,1,6,2,1,5,1,1,0,1,48,1,21,96,4,12152.77734375,5e+05,0,4e+06,1521,9.40531301060941
4671441,1,1,43,1,6,2,1,2,1,1,0,1,84,1,2,13,3,,0,0,1500000,1849,
4671442,1,1,48,1,3,2,1,5,1,1,0,1,48,1,58,36,1,3798.47216796875,0,0,0,2304,8.2423542038054
4671442,1,2,28,2,5,2,0,5,2,1,1,0,40,1,54,8,1,,0,0,0,784,
4671444,1,1,33,1,6,2,0,2,1,1,0,1,45,1,12,28,5,44592.59375,0,0,0,1089,10.7053230648017
4671445,1,1,60,1,6,1,1,2,1,1,1,1,15,1,13,360,1,,20833333.3333333,0,1500000,3600,
4671448,1,1,30,1,6,2,1,3,1,1,0,1,60,1,53,8,5,3500,0,0,0,900,8.16051824747751
4671448,1,2,26,2,6,2,0,3,1,1,0,1,48,1,3,2,5,4131.9443359375,0,0,0,676,8.32650335869126
4671449,1,2,54,2,6,2,1,2,1,1,1,1,50,1,12,18,2,,0,0,0,2916,
4671450,1,1,45,1,4,2,0,3,2,,0,0,11,1,99,0,2,1060.60607910156,0,0,0,2025,6.96659579644368
4671450,1,2,21,3,6,2,0,3,2,,0,0,30,1,53,0,2,3033.33325195312,0,0,0,441,8.01741737700819
4671450,1,4,25,3,6,2,0,3,2,,1,0,48,1,53,12,1,,0,0,0,625,
4671450,1,5,27,9,5,2,1,3,2,1,1,0,66,1,99,1,4,,0,0,0,729,
4671451,1,1,32,1,5,2,1,3,2,,0,0,30,1,58,6,3,5444.4443359375,0,0,0,1024,8.6023509798267
4671452,1,3,56,3,6,2,1,3,2,1,1,0,16,1,98,6,1,,0,0,0,3136,
4671453,1,1,29,1,6,2,1,3,2,,0,0,36,1,58,3,2,3888.88891601562,0,0,0,841,8.26587877011078
4671453,1,2,30,5,5,2,1,3,2,,0,0,60,1,99,0,2,3500,0,0,0,900,8.16051824747751
4671454,1,1,53,1,4,2,0,3,2,3,1,0,35,1,45,36,1,,0,0,1e+06,2809,
4671455,1,1,30,1,6,2,1,2,1,1,0,1,48,1,19,24,4,9236.111328125,0,0,0,900,9.13087622411818
4671455,1,2,34,2,6,2,0,2,1,1,0,1,48,1,59,120,5,8020.83349609375,0,0,0,1156,8.98979762265424
4671457,1,2,36,2,4,2,1,2,1,1,0,1,69,1,58,4,3,3212.56030273438,0,0,0,1296,8.07482350030648
4671457,1,3,18,3,5,2,1,2,2,1,0,0,48,1,45,7,3,3797.89868164062,0,0,0,324,8.24220321424984
4671458,1,1,41,1,5,2,0,2,2,3,0,0,32,1,54,0,1,1458.33337402344,0,0,0,1681,7.28504953802539
4671458,1,6,39,5,3,2,1,2,1,1,0,1,50,1,98,1,4,3645.7958984375,0,0,0,1521,8.2013299740879
4671458,1,7,24,9,4,2,0,2,2,1,0,0,32,1,54,1,1,583.333312988281,0,0,0,576,6.36875874337222
4671459,1,1,30,1,6,2,1,2,1,1,0,1,48,1,3,18,5,4375,0,0,0,900,8.38366179879172
4671459,1,2,23,5,5,2,1,2,1,1,0,1,48,1,39,9,4,3797.7041015625,250000,0,0,529,8.24215197932255
4671460,1,1,69,1,4,2,1,2,2,,1,0,60,1,41,456,2,,0,0,5e+05,4761,
4671460,1,2,62,2,3,2,0,2,2,,0,0,8,1,45,456,2,,0,0,0,3844,
4671461,1,3,21,3,5,2,0,2,1,1,0,1,48,1,33,1,5,5833.33349609375,0,0,0,441,8.67134389914528
4671462,1,1,26,1,6,2,1,3,1,1,0,1,48,1,38,36,5,4861.111328125,0,0,0,676,8.4890223590924
4671462,1,4,38,5,6,2,0,3,1,1,0,1,48,1,19,120,4,8750,0,0,0,1444,9.07680897935166
4671463,1,1,40,1,5,2,1,2,2,1,1,0,40,1,85,48,1,,0,0,3e+05,1600,
4671463,1,2,30,2,5,2,0,2,2,3,1,0,24,1,54,7,1,,0,0,0,900,
4671464,1,1,49,1,5,2,1,2,1,1,0,1,48,1,3,248,5,8263.888671875,0,0,0,2401,9.01965053925121
4671465,1,1,56,1,5,2,0,2,1,1,0,1,48,1,33,30,5,3798.47216796875,0,0,0,3136,8.2423542038054
4671465,1,2,29,3,6,2,1,2,1,1,0,1,45,1,19,36,5,6222.22216796875,0,0,0,841,8.73588238366176
4671466,1,2,31,2,6,2,1,2,1,1,1,1,40,1,13,10,5,,0,0,0,961,
4671467,1,1,54,1,6,2,0,2,1,1,1,1,40,1,45,120,1,,0,0,0,2916,
4671467,1,2,33,3,5,2,1,2,1,1,0,1,48,1,38,60,5,3797.7041015625,0,0,0,1089,8.24215197932255
4671467,1,4,32,5,6,2,1,2,1,1,0,1,48,1,39,16,5,3797.7041015625,0,0,0,1024,8.24215197932255
4671468,1,1,31,1,6,2,1,2,1,2,0,1,65,1,58,175,5,8256.41015625,0,0,0,961,9.01874516626569
4671469,1,2,50,3,4,2,1,2,2,3,1,0,78,1,36,2,5,,0,0,0,2500,
4671469,1,4,42,3,6,2,0,2,2,3,1,0,40,1,80,24,1,,0,0,0,1764,
4671469,1,5,20,4,6,2,1,2,1,1,0,1,48,1,84,15,5,7291.66650390625,0,0,0,400,8.89448740023628
4671470,1,1,59,1,1,2,0,2,2,1,0,0,27,1,54,7,1,4753.08642578125,0,0,0,3481,8.46654945986575
4671470,1,2,35,3,5,2,0,2,1,1,0,1,48,1,55,8,5,4520.83349609375,0,0,0,1225,8.41645165761701
4671471,1,1,56,1,4,2,1,3,2,1,0,0,20,1,45,240,2,,0,0,1e+06,3136,
4671471,1,2,48,2,4,2,0,3,2,1,0,0,48,1,41,48,2,,0,0,0,2304,
4671473,1,1,41,1,6,2,1,2,1,1,0,1,40,1,11,36,5,17500,0,0,0,1681,9.76995615991161
4671474,1,1,34,1,6,2,0,2,2,,1,0,84,1,98,12,1,,0,0,0,1156,
4671475,1,2,59,2,5,2,1,2,1,1,1,1,60,1,44,420,1,,0,0,0,3481,
4671475,1,3,20,3,6,1,1,2,2,1,1,0,25,1,44,2,1,,0,0,0,400,
4671476,1,1,34,1,5,1,0,2,2,1,1,0,28,1,55,3,1,,0,0,0,1156,
4671476,1,5,26,5,5,2,1,2,2,,1,0,72,1,98,0,1,,0,0,0,676,
4671477,1,1,59,1,5,2,1,2,1,1,0,1,48,1,80,5,5,5347.22216796875,0,0,0,3481,8.58433248410776
4671477,1,2,65,2,3,2,0,2,3,1,0,1,48,1,54,120,1,4861.111328125,0,8e+05,0,4225,8.4890223590924
4671477,1,3,36,3,6,2,1,2,1,1,0,1,48,1,45,48,3,4715.27783203125,0,0,0,1296,8.45856311847072
4671477,1,4,31,3,5,2,1,2,1,1,0,1,48,1,45,108,3,3918.0556640625,0,0,0,961,8.27335080566811
4671478,1,1,60,1,6,2,0,3,3,1,1,1,35,1,11,99,1,,0,2e+06,0,3600,
4671478,1,2,38,3,4,2,0,3,2,1,1,0,20,1,34,9,2,,0,0,0,1444,
4671479,1,1,58,1,6,2,1,2,2,1,0,0,48,1,21,180,3,,0,0,0,3364,
4671479,1,3,23,3,6,2,1,2,1,1,0,1,48,1,21,48,3,6319.4443359375,0,0,0,529,8.7513865617467
4671479,1,4,22,3,6,2,0,2,1,1,0,1,48,1,21,7,3,3797.7041015625,0,0,0,484,8.24215197932255
4671480,1,1,43,1,3,2,1,2,1,1,0,1,43,1,85,48,5,4239.2978515625,0,0,0,1849,8.35215293346606
4671481,1,1,40,1,6,1,1,2,2,1,1,0,40,1,41,7,1,,0,0,0,1600,
4671481,1,2,38,2,6,2,0,2,1,1,0,1,48,1,39,12,4,4131.9443359375,0,0,0,1444,8.32650335869126
4671482,1,1,49,1,5,2,0,2,1,1,1,1,48,1,32,11,4,,0,0,1200000,2401,
4671482,1,2,19,3,6,2,0,2,2,1,1,0,15,1,57,3,2,,0,0,0,361,
4671483,1,1,54,1,6,2,1,3,2,1,0,0,65,1,41,12,2,,0,0,0,2916,
4671483,1,2,43,2,6,2,0,3,1,1,0,1,40,1,13,6,5,8750,0,0,0,1849,9.07680897935166
4671483,1,3,22,3,6,2,0,3,1,1,0,1,48,1,3,11,5,7291.66650390625,0,0,0,484,8.89448740023628
4671484,1,1,33,1,6,2,0,2,1,1,0,1,40,1,21,9,5,12250,0,0,0,1089,9.41328121597287
4671486,1,1,40,1,5,2,0,2,1,1,0,1,48,1,55,4,5,3797.7041015625,0,0,0,1600,8.24215197932255
4671486,1,2,44,2,4,2,1,2,1,1,0,1,60,1,58,42,5,4666.66650390625,0,0,0,1936,8.44820028505205
4671486,1,5,35,5,5,2,1,2,1,1,0,1,48,1,97,12,5,3797.7041015625,0,0,0,1225,8.24215197932255
4671487,1,1,60,1,3,2,0,2,1,1,0,1,42,1,54,120,1,4340.2333984375,0,0,0,3600,8.37568340409026
4671487,1,2,33,3,5,2,0,2,1,1,0,1,48,1,33,36,5,3797.7041015625,0,0,0,1089,8.24215197932255
4671487,1,4,27,3,5,2,1,2,1,1,0,1,48,1,98,12,5,3797.7041015625,0,0,0,729,8.24215197932255
4671488,1,1,39,1,5,2,1,2,1,1,0,1,48,1,95,48,5,5833.33349609375,0,0,0,1521,8.67134389914528
4671488,1,2,37,2,5,2,0,2,1,1,0,1,48,1,97,1,2,3797.7041015625,0,0,0,1369,8.24215197932255
4671488,1,6,62,5,4,2,0,2,3,1,0,1,16,1,59,72,2,,0,687492,0,3844,
4671489,1,1,45,1,6,2,1,3,1,1,0,1,40,1,12,18,4,11083.3330078125,0,0,0,2025,9.31319772804559
4671489,1,2,36,2,5,1,0,3,2,1,1,0,15,1,39,9,4,,0,0,0,1296,
4671493,1,1,35,1,6,2,1,3,1,1,1,1,36,1,12,60,1,,0,0,0,1225,
4671493,1,2,32,2,6,2,0,3,1,1,0,1,48,1,12,48,4,23333.333984375,0,0,0,1024,10.0576382602652
4671494,1,1,44,1,6,2,0,4,1,1,0,1,48,1,45,156,4,19444.4453125,0,0,0,1936,9.87531672021229
4671495,1,1,52,1,4,2,1,2,2,3,1,0,72,1,98,72,1,,0,0,0,2704,
4671496,1,1,26,1,5,2,1,2,1,1,0,1,48,1,85,84,4,3797.7041015625,0,0,0,676,8.24215197932255
4671497,1,1,23,1,6,2,1,4,2,,1,0,55,1,53,8,5,,0,0,0,529,
4671498,1,2,36,3,6,2,0,4,1,1,0,1,50,1,8,2,5,30333.333984375,0,0,1e+06,1296,10.3200025182938
4671498,1,5,41,3,6,2,0,4,1,1,0,1,36,1,7,168,5,10240.7412109375,0,0,0,1681,9.23412927985453
4671499,1,1,34,1,5,2,1,2,1,2,1,1,70,1,98,7,5,,0,0,0,1156,
4671499,1,2,38,2,6,2,0,2,1,2,0,1,30,1,13,36,5,17111.111328125,0,0,0,1444,9.74748331674218
4671500,1,1,46,1,3,2,1,2,2,3,1,0,64,1,45,120,2,,0,0,0,2116,
4671500,1,2,38,2,3,2,0,2,2,3,1,0,74,1,45,120,2,,0,0,0,1444,
4671501,1,1,33,1,5,2,1,2,1,2,0,1,72,1,58,144,5,4537.037109375,0,0,0,1089,8.42002945890647
4671502,1,1,47,1,6,2,1,4,1,1,0,1,48,1,21,120,2,,0,0,0,2209,
4671502,1,2,38,2,6,2,0,4,1,1,0,1,48,1,21,24,4,12152.77734375,0,0,0,1444,9.40531301060941
4671503,1,1,27,1,4,2,1,2,1,1,0,1,53,1,87,1,2,3439.43017578125,0,0,0,729,8.14306109007132
4671504,1,1,46,1,5,2,0,2,1,1,0,1,48,1,83,17,5,3797.7041015625,0,0,0,2116,8.24215197932255
4671505,1,1,47,1,6,2,1,4,2,1,1,0,10,1,44,36,1,,0,0,1e+06,2209,
4671505,1,2,41,2,6,2,0,4,1,1,0,1,48,1,43,30,4,27222.22265625,0,0,0,1681,10.2117889281345
4671507,1,1,26,1,6,2,1,4,1,1,0,1,48,1,44,4,5,3798.91943359375,0,0,0,676,8.24247194569603
4671507,1,2,26,5,6,2,1,4,1,1,0,1,48,1,44,5,5,3798.47216796875,0,0,0,676,8.2423542038054
