directorio,secuencia_p,orden,age,parentesco,p6210,other_job,sex,estrato1,cotPension,regSalud,cuentaPropia,formal,hoursWorkUsual,ocu,oficio,firm_time,sizeFirm,wage,iof1,iof2,iof6
4627342,1,1,63,1,4,2,1,3,3,1,1,1,8,1,85,240,1,11741.4502917722,0,687400,0
4627342,1,3,40,3,6,2,0,3,1,1,0,1,40,1,19,8,5,8750,0,0,0
4627342,1,4,33,3,5,2,1,3,1,2,0,1,56,1,58,180,5,5833.33349609375,0,0,0
4627343,1,1,46,1,5,2,1,3,1,1,0,1,48,1,58,180,5,6805.5556640625,0,0,0
4627344,1,1,58,1,3,2,1,3,2,1,1,0,48,1,95,0,1,8936.248891682,0,0,1200000
4627344,1,2,57,2,4,2,0,3,2,1,0,0,40,1,39,148,5,1300.83337402344,60333.3333333333,0,0
4627346,1,1,63,1,3,2,0,1,2,3,1,0,30,1,55,360,1,2469.02367126205,0,0,0
4627347,1,1,39,1,5,2,0,3,1,1,0,1,48,1,33,24,5,4618.0556640625,0,0,0
4627348,1,1,27,1,6,1,0,6,1,1,0,1,40,1,16,5,4,14583.3330078125,0,0,8e+05
4627349,1,2,62,2,3,2,0,1,2,3,0,0,22,1,54,18,1,848.48486328125,0,0,0
4627349,1,3,32,3,5,2,1,1,1,1,0,1,56,1,98,9,5,3333.33325195312,0,0,0
4627350,1,1,39,1,3,2,1,1,1,1,0,1,54,1,98,60,5,7345.67919921875,0,0,0
4627350,1,5,27,5,3,2,1,1,2,,0,0,60,1,79,0,3,1555.55554199219,0,0,0
4627351,1,1,27,1,6,2,1,6,1,1,0,1,45,1,2,24,5,12962.962890625,0,0,0
4627352,1,1,74,1,3,2,1,3,2,3,1,0,78,1,45,120,1,7183.38360258598,0,0,0
4627352,1,2,70,2,3,2,0,3,2,3,1,0,4,1,56,24,1,10796.9604213253,0,0,0
4627353,1,1,34,1,6,2,0,6,1,1,0,1,40,1,1,16,5,29166.666015625,0,0,0
4627354,1,1,28,1,6,2,0,3,1,1,0,1,48,1,13,18,5,7729.16650390625,0,0,0
4627354,1,2,27,2,6,1,1,3,1,1,0,1,50,1,13,3,5,6720,0,0,0
4627355,1,1,28,1,6,2,1,6,1,1,0,1,45,1,21,48,5,36814.81640625,0,0,0
4627359,1,1,53,1,3,2,1,3,2,1,1,0,48,1,80,240,2,7947.69963908775,0,0,0
4627359,1,2,50,2,4,2,0,3,2,3,0,0,12,1,80,6,2,9222.77762979906,0,0,0
4627361,1,1,57,1,6,1,1,6,1,1,1,1,60,1,21,120,1,34225.1034656196,0,0,2200000
4627362,1,1,68,1,6,2,0,3,2,1,1,0,14,1,13,192,5,20091.392007703,125000,0,0
4627363,1,1,51,1,6,2,1,3,1,1,0,1,40,1,3,12,5,15166.6669921875,0,0,0
4627364,1,1,50,1,4,2,0,3,2,3,1,0,40,1,57,36,1,7404.95992328958,0,0,0
4627364,1,2,24,3,5,2,0,3,2,1,1,0,70,1,57,2,2,1879.36969888971,0,0,0
4627365,1,1,28,1,6,2,1,3,1,1,0,1,48,1,11,48,5,8968.75,0,0,0
4627366,1,1,42,1,5,2,1,3,2,3,1,0,50,1,95,1,1,5969.48653250799,0,0,0
4627366,1,2,39,2,6,2,0,3,1,1,1,1,42,1,59,168,5,12368.4075762495,0,0,0
4627366,1,5,63,5,3,2,0,3,2,3,0,0,22,1,53,42,4,3393.939453125,0,0,0
4627367,1,2,44,2,5,2,0,1,1,1,0,1,45,1,54,24,1,4050.88452148438,0,0,0
4627368,1,2,27,2,5,2,1,3,1,1,0,1,48,1,58,24,5,5104.16650390625,0,0,0
4627368,1,4,29,9,5,2,1,3,1,1,0,1,48,1,58,15,4,5104.16650390625,0,0,0
4627369,1,1,49,1,6,2,0,3,2,3,1,0,54,1,98,96,1,5819.09108316447,0,0,0
4627369,1,2,30,2,3,2,1,3,2,,0,0,55,1,37,1,3,3393.939453125,0,0,0
4627369,1,3,20,3,6,2,1,3,2,1,0,0,42,1,97,6,2,4444.4443359375,0,0,0
4627374,1,1,60,1,3,2,1,3,1,1,0,1,48,1,83,1,3,3888.88891601562,0,0,0
4627374,1,2,54,2,4,2,0,3,2,1,0,0,40,1,54,144,1,1166.66662597656,0,0,0
4627374,1,3,23,3,5,2,1,3,1,1,0,1,48,1,83,11,2,4131.9443359375,0,0,0
4627375,1,1,35,1,3,2,1,2,2,1,0,0,48,1,95,2,2,3888.88891601562,0,0,0
4627375,1,2,35,2,4,2,0,2,1,1,0,1,48,1,55,7,5,3797.7041015625,0,0,0
4627375,1,5,39,9,6,2,0,2,1,1,0,1,48,1,58,2,4,3888.88891601562,0,0,0
4627376,1,1,60,1,6,2,1,3,3,1,1,1,84,1,41,120,2,5889.3036548798,0,0,0
4627376,1,2,39,2,5,2,0,3,2,1,1,0,84,1,41,120,2,3598.29138055148,0,0,0
4627377,1,1,44,1,3,2,0,3,2,3,0,0,84,1,41,240,2,5553.6279318454,0,0,0
4627377,1,2,19,3,5,2,1,3,2,3,0,0,40,1,45,12,2,3500,0,0,0
4627378,1,1,56,1,6,2,0,4,1,1,0,1,66,1,21,96,3,4949.4951171875,0,0,0
4627379,1,1,72,1,3,2,1,2,3,1,0,1,16,1,86,180,3,8750,0,687492,6e+05
4627381,1,1,52,1,4,2,0,3,2,1,1,0,96,1,41,48,1,1182.03941568395,0,0,0
4627382,1,1,47,1,5,2,1,2,1,1,0,1,45,1,39,204,5,5703.70361328125,0,0,0
4627382,1,2,47,2,5,2,0,2,2,1,1,0,40,1,79,96,1,680.270466044284,0,0,0
4627383,1,1,33,1,6,2,1,3,1,1,0,1,48,1,59,13,5,9236.111328125,0,0,0
4627383,1,2,35,2,6,2,0,3,1,1,0,1,48,1,59,180,5,7048.611328125,0,0,0
4627384,1,1,28,1,4,2,1,3,2,1,0,0,84,1,59,36,2,2734.27319164029,0,0,0
4627386,1,1,25,1,6,2,0,3,1,1,0,1,48,1,38,24,5,3797.7041015625,0,0,0
4627387,1,1,31,1,6,2,0,3,1,2,0,1,30,1,13,36,5,14777.77734375,0,0,0
4627387,1,2,32,2,6,2,1,3,1,1,1,1,40,1,21,36,5,14710.2999433147,0,0,0
4627388,1,1,36,1,5,2,1,2,1,1,1,1,52,1,83,24,5,5479.99734511408,0,0,0
4627388,1,2,27,2,4,2,0,2,2,1,1,0,15,1,54,2,1,1783.98991562022,0,0,0
4627388,1,6,49,9,3,2,1,2,1,1,1,1,48,1,83,6,5,483.266452287839,0,0,0
4627389,1,2,78,2,3,2,1,2,2,3,1,0,16,1,45,48,1,7992.22602310906,0,0,0
4627390,1,1,59,1,6,2,0,3,3,1,1,1,45,1,11,60,5,14762.8663221375,0,8e+05,0
4627390,1,2,21,3,6,2,0,3,2,1,0,0,40,1,53,3,3,4666.66650390625,0,0,0
4627390,1,3,28,9,6,2,1,3,1,1,0,1,40,1,3,18,5,10266.6669921875,0,0,0
4627391,1,1,39,1,4,2,1,2,1,1,0,1,48,1,83,6,4,4861.111328125,0,0,0
4627391,1,2,40,2,4,2,0,2,2,1,0,0,48,1,53,5,2,3402.77783203125,0,0,0
4627391,1,3,21,3,5,2,0,2,1,1,0,1,48,1,45,1,4,3797.7041015625,0,0,0
4627392,1,2,35,2,6,2,1,3,1,1,0,1,48,1,83,96,2,7799.7582965821,0,0,0
4627393,1,1,46,1,6,2,0,3,1,1,0,1,50,1,39,120,5,6066.66650390625,0,0,0
4627393,1,2,50,2,5,2,1,3,1,1,0,1,48,1,45,120,5,6805.5556640625,0,0,0
4627393,1,3,27,3,5,2,0,3,1,1,0,1,40,1,39,42,5,5250,0,0,0
4627393,1,4,26,3,6,2,0,3,1,1,0,1,48,1,39,66,5,4277.77783203125,0,0,0
4627394,1,2,51,2,6,2,0,3,1,1,0,1,48,1,21,48,3,8750,0,0,0
4627396,1,1,56,1,5,2,0,3,1,1,0,1,48,1,44,120,5,3888.88891601562,0,0,0
4627396,1,3,21,3,6,2,1,3,1,1,0,1,48,1,95,12,5,5347.22216796875,0,0,0
4627400,1,1,27,1,6,2,1,2,1,1,1,1,35,1,45,3,1,4917.79575560149,0,0,0
4627401,1,1,26,1,5,2,1,2,1,1,0,1,48,1,39,36,5,3797.7041015625,0,0,0
4627401,1,2,27,2,5,2,0,2,2,1,1,0,48,1,41,36,1,180.076180458011,0,0,0
4627402,1,2,29,3,6,2,1,3,1,1,0,1,40,1,2,60,5,7583.33349609375,250000,0,0
4627402,1,3,24,3,6,2,1,3,1,1,0,1,40,1,37,5,5,5250,0,0,0
4627402,1,4,22,3,6,2,1,3,1,1,0,1,40,1,33,12,5,7000,0,0,0
4627403,1,2,28,3,6,2,1,2,1,1,0,1,48,1,45,6,5,4375,0,0,0
4627405,1,1,49,1,6,2,1,6,1,1,0,1,60,1,2,48,2,25754.2620560785,0,0,0
4627406,1,1,51,1,6,2,0,3,1,1,0,1,48,1,8,216,5,9722.22265625,0,0,0
4627406,1,2,32,5,6,2,0,3,1,1,0,1,40,1,55,120,5,10500,0,0,0
4627407,1,2,56,2,6,2,0,3,1,1,0,1,40,1,33,300,5,8808.3330078125,0,0,0
4627409,1,1,42,1,5,2,1,2,1,1,0,1,50,1,98,48,5,7000,0,0,5e+05
4627410,1,1,35,1,6,2,1,6,1,1,0,1,70,1,2,48,3,25002.9632623683,0,0,0
4627410,1,2,36,2,6,2,0,6,1,1,0,1,40,1,44,144,5,61737.08203125,0,0,0
4627410,1,5,54,6,3,2,0,6,1,1,0,1,72,1,54,60,1,2916.66674804688,0,0,0
4627411,1,1,44,1,6,2,1,3,1,1,0,1,40,1,13,168,5,15750,0,0,0
4627411,1,2,29,2,6,2,0,3,2,1,0,0,36,1,59,48,2,5185.18505859375,0,0,0
4627414,1,2,37,5,6,2,0,2,1,1,0,1,48,1,39,1,3,4025,0,0,0
4627415,1,1,52,1,5,2,0,2,1,1,0,1,48,1,55,10,5,3797.7041015625,0,0,0
4627416,1,1,42,1,6,2,1,6,1,1,0,1,40,1,9,92,4,58333.33203125,0,0,0
4627416,1,2,38,2,6,2,0,6,2,1,1,0,3,1,45,12,1,24145.9652843747,0,0,0
4627417,1,1,30,1,5,2,1,2,1,1,0,1,48,1,87,2,4,3797.7041015625,0,0,0
4627417,1,2,29,2,4,2,0,2,2,,0,0,48,1,53,4,4,3645.83325195312,0,0,0
4627418,1,1,28,1,3,2,1,2,2,3,1,0,40,1,80,8,3,3148.74736098156,0,0,0
4627419,1,1,24,1,6,2,1,2,2,,0,0,66,1,53,4,5,3181.81811523438,0,0,0
4627419,1,2,22,2,6,2,0,2,2,,0,0,78,1,53,4,5,2692.3076171875,0,0,0
4627420,1,2,54,2,1,2,0,2,2,1,0,0,27,1,54,24,1,3111.11108398438,0,0,0
4627420,1,3,35,3,5,2,0,2,1,1,0,1,48,1,53,5,4,4131.9443359375,0,0,0
4627420,1,4,19,3,5,2,1,2,1,2,0,1,72,1,58,9,5,1425.92590332031,0,0,0
4627422,1,1,29,1,6,2,1,3,1,1,0,1,48,1,84,48,2,5833.33349609375,0,0,0
4627423,1,1,38,1,3,2,1,2,2,3,1,0,30,1,97,204,1,3442.17506534332,0,0,0
4627423,1,2,37,2,4,2,0,2,1,1,0,1,50,1,55,2,5,4200,0,0,0
4627424,1,2,34,9,6,2,1,3,1,1,0,1,48,1,7,10,5,11180.5556640625,0,0,0
4627424,1,3,22,9,6,2,0,3,2,1,1,0,48,1,6,3,4,7791.90801125224,0,0,0
4627425,1,1,54,1,6,2,0,6,1,1,0,1,45,1,30,432,5,18148.1484375,0,0,0
4627425,1,2,23,3,6,2,1,6,2,1,0,0,4,1,13,3,5,75833.3359375,0,0,0
4627428,1,1,22,1,5,2,1,2,1,1,0,1,48,1,58,3,5,3797.7041015625,0,0,0
4627431,1,1,61,1,4,2,1,2,1,1,1,1,100,1,41,240,1,4632.33966511872,0,0,9e+05
4627432,1,1,35,1,5,2,1,2,1,1,0,1,59,1,98,19,5,3089.65771484375,0,0,0
4627433,1,1,41,1,6,2,0,2,1,1,0,1,40,1,33,120,5,8166.66650390625,0,0,0
4627434,1,1,43,1,6,2,1,6,1,1,0,1,40,1,6,144,2,28180.1754025638,0,0,0
4627434,1,2,40,2,6,2,0,6,1,1,0,1,50,1,21,120,5,102666.6640625,0,0,0
4627435,1,1,67,1,3,2,1,2,2,3,1,0,40,1,83,96,1,5512.75135202326,0,0,4e+05
4627435,1,3,39,3,4,2,1,2,1,1,0,1,45,1,90,148,4,4666.66650390625,0,0,0
4627436,1,1,67,1,6,2,1,6,3,1,0,1,30,1,21,240,4,42472.6980099525,0,4800000,0
4627436,1,3,35,3,6,2,0,6,1,1,0,1,50,1,12,47,5,23333.333984375,0,0,0
4627436,1,5,53,6,5,2,0,6,1,1,0,1,50,1,54,60,1,3645.7958984375,0,0,0
4627437,1,1,54,1,3,2,0,2,2,3,1,0,20,1,41,12,1,5023.80275012758,0,0,0
4627438,1,1,55,1,6,2,0,6,2,1,0,0,48,1,40,4,3,9333.3330078125,0,0,0
4627438,1,2,56,2,6,2,1,6,1,1,0,1,48,1,21,22,5,61590.27734375,0,0,0
4627439,1,3,48,3,4,2,1,2,2,3,0,0,48,1,95,2,2,3797.7041015625,0,0,0
4627439,1,4,43,3,5,2,1,2,1,1,0,1,48,1,85,24,4,4861.111328125,0,0,0
4627439,1,5,25,9,5,2,0,2,1,1,0,1,48,1,33,9,5,3797.7041015625,0,0,0
4627440,1,1,62,1,6,2,1,6,3,1,0,1,40,1,44,24,4,46666.66796875,0,7e+06,0
4627440,1,3,38,3,6,2,0,6,1,1,0,1,48,1,9,120,5,48611.109375,0,0,0
4627441,1,1,47,1,5,2,1,2,1,1,0,1,48,1,58,72,4,3888.88891601562,0,0,0
4627441,1,2,48,2,4,2,0,2,2,1,0,0,10,1,59,24,1,2333.33325195312,0,0,0
4627441,2,1,56,1,5,2,1,2,1,1,0,1,48,1,58,24,4,3797.7041015625,0,0,2e+05
4627442,1,1,43,1,4,2,1,2,1,1,0,1,48,1,84,204,2,3797.7041015625,0,0,0
4627442,1,3,23,3,5,2,0,2,1,1,0,1,48,1,45,3,5,3797.7041015625,0,0,0
4627443,1,1,37,1,5,2,0,2,1,1,0,1,45,1,39,1,5,4050.88452148438,0,0,0
4627444,1,1,41,1,4,2,1,2,1,1,0,1,48,1,21,48,3,6762.83004482743,0,0,0
4627444,1,2,39,2,5,2,0,2,2,1,0,0,44,1,32,24,3,6009.78573093454,0,0,5e+05
4627445,1,1,57,1,3,2,1,2,2,,0,0,18,1,45,1,2,1555.55554199219,0,0,0
4627445,1,3,33,3,6,2,0,2,1,1,0,1,48,1,39,108,5,6319.4443359375,0,0,0
4627445,1,5,19,3,5,2,1,2,1,1,0,1,36,1,39,1,5,5509.25927734375,0,0,0
4627446,1,1,39,1,6,2,1,6,1,1,0,1,40,1,21,54,5,175000,0,0,0
4627446,1,2,38,2,6,2,0,6,1,1,0,1,24,1,30,108,5,48611.109375,0,0,0
4627447,1,1,38,1,3,2,1,2,1,1,0,1,56,1,98,9,3,3612.5,0,0,0
4627448,1,1,55,1,3,2,0,2,2,3,1,0,40,1,45,104,2,4765.09159136519,0,0,0
4627448,1,2,27,3,1,2,0,2,2,3,0,0,40,1,45,104,2,463.302969356004,0,0,0
4627449,1,2,61,6,3,2,0,6,2,3,0,0,72,1,54,60,1,2531.802734375,0,0,0
4627450,1,1,55,1,6,2,0,6,2,1,1,0,14,1,94,3,1,38300.6900153862,0,0,4e+06
4627450,1,2,61,2,6,2,1,6,1,1,0,1,50,1,21,120,2,26450.9736401608,0,0,0
4627451,1,1,37,1,5,2,1,2,1,1,0,1,48,1,37,48,5,3797.7041015625,0,0,0
4627453,1,1,30,1,5,2,1,3,2,1,0,0,78,1,45,24,2,2692.3076171875,0,0,0
4627453,1,2,29,2,3,2,0,3,2,1,1,0,24,1,55,24,1,4847.21918159118,0,0,0
4627454,1,1,24,1,5,2,0,3,2,2,0,0,84,1,45,6,2,2500,0,0,0
4627455,1,1,24,1,5,2,1,3,2,,0,0,84,1,53,1,2,2500,0,0,0
4627455,1,2,24,9,6,2,0,3,2,,0,0,70,1,53,5,2,2666.66674804688,0,0,0
4627455,1,3,24,9,6,2,0,3,2,,0,0,70,1,53,8,2,2666.66674804688,0,0,0
4627456,1,1,47,1,6,2,1,3,2,1,1,0,84,1,45,240,1,7071.31613818536,0,0,0
4627459,1,1,58,1,6,2,0,3,3,1,0,1,42,1,21,240,2,15854.7963880972,0,2e+06,0
4627459,1,2,31,3,6,2,1,3,1,1,0,1,48,1,34,5,3,3888.88891601562,0,0,0
4627461,1,1,71,1,5,2,1,3,3,1,1,1,58,1,44,480,1,10554.0597169719,0,0,0
4627461,1,3,50,3,6,2,0,3,2,1,1,0,56,1,12,180,1,8346.40715320835,0,0,0
4627463,1,2,67,5,4,2,0,3,2,3,1,0,32,1,55,24,1,7665.37167368411,0,0,0
4627464,1,1,73,1,6,2,1,3,2,1,1,0,40,1,12,180,1,14490.2776934382,0,0,0
4627465,1,2,19,3,5,2,1,3,2,1,0,0,6,1,97,12,2,3888.88891601562,0,0,0
4627465,1,3,28,3,5,2,1,3,1,1,0,1,48,1,38,4,5,5347.22216796875,0,0,0
4627465,1,4,27,9,6,2,0,3,1,1,1,1,40,1,39,36,5,8840.04460536827,0,0,0
4627466,1,1,51,1,6,2,1,3,2,1,1,0,48,1,41,180,1,10740.0568047008,0,0,0
4627467,1,1,37,1,5,2,1,3,2,1,0,0,48,1,39,24,3,4861.111328125,0,0,0
4627467,1,2,33,2,5,2,0,3,1,1,0,1,48,1,33,108,5,5833.33349609375,0,0,0
4627468,1,2,45,3,6,1,0,4,1,1,1,1,30,1,7,240,1,17775.7647738993,12500,0,0
4627469,1,3,24,3,4,1,1,3,2,,0,0,24,1,39,7,2,3888.88891601562,0,0,0
4627469,1,5,32,3,6,2,0,3,1,1,0,1,48,1,45,48,5,8750,0,0,0
4627469,1,6,27,5,6,2,1,3,1,1,0,1,56,1,21,74,5,14375,0,0,0
4627470,1,1,41,1,3,2,1,3,2,1,0,0,42,1,45,48,2,4340.2333984375,0,0,0
4627470,1,2,38,5,3,2,1,3,1,1,0,1,50,1,95,12,5,3873.33325195312,0,0,0
4627471,1,1,53,1,6,2,1,4,1,1,0,1,40,1,21,216,3,17500,0,0,0
4627471,1,2,47,2,6,1,0,4,1,1,0,1,40,1,15,300,3,24500,0,0,0
4627472,1,2,56,2,5,2,0,4,2,1,1,0,25,1,45,180,1,14568.4617336502,0,0,0
4627475,1,1,63,1,6,2,0,4,1,2,0,1,30,1,13,288,5,25666.666015625,0,1700000,0
4627477,1,1,26,1,6,2,0,2,1,1,0,1,48,1,39,1,5,3797.7041015625,0,0,0
4627478,1,1,46,1,3,2,0,2,2,3,1,0,54,1,39,60,1,1544.40247230482,0,0,0
4627478,1,2,19,3,6,2,0,2,2,3,0,0,14,1,45,6,2,4166.66650390625,0,0,0
4627479,1,1,34,1,6,2,1,4,1,1,0,1,60,1,42,12,4,15467.6987336982,0,0,0
4627479,1,2,35,2,6,2,0,4,1,1,0,1,55,1,21,48,4,15153.6528764666,0,0,0
4627480,1,1,47,1,4,2,0,2,1,1,0,1,49,1,54,168,2,4523.8095703125,0,0,0
4627481,1,2,27,2,6,2,0,3,2,1,1,0,10,1,45,17,1,9139.72317825104,0,0,0
4627482,1,1,43,1,4,2,1,3,1,1,0,1,50,1,95,40,5,9333.3330078125,0,0,0
4627483,1,1,56,1,3,1,0,2,2,3,1,0,48,1,45,480,1,6885.8241432739,0,0,0
4627483,1,2,18,3,4,2,1,2,2,3,0,0,14,1,53,1,5,4000,0,0,0
4627484,1,1,39,1,6,2,1,4,1,1,0,1,50,1,2,2,5,18666.666015625,0,0,0
4627484,1,2,36,2,6,1,0,4,2,1,0,0,20,1,21,36,4,17500,0,0,0
4627486,1,1,50,1,6,2,1,4,1,1,0,1,60,1,15,144,5,20288.8103187589,0,0,0
4627486,1,2,48,2,6,2,0,4,1,2,0,1,40,1,13,72,5,10500,0,0,0
4627487,1,1,23,1,6,2,1,2,1,1,0,1,48,1,38,2,5,3797.7041015625,0,0,0
4627488,1,1,28,1,5,2,1,2,2,1,0,0,60,1,53,1,2,3111.11108398438,0,0,0
4627489,1,1,39,1,5,2,0,3,2,1,0,0,48,1,33,12,2,5347.22216796875,0,0,0
4627490,1,1,77,1,1,2,1,2,2,3,1,0,48,1,45,120,1,4316.15064652189,0,0,0
4627492,1,1,43,1,6,2,1,4,1,1,0,1,50,1,21,72,5,37333.33203125,0,0,0
4627492,1,2,31,2,6,2,0,4,1,1,0,1,40,1,30,1,5,17500,0,0,0
4627500,1,1,31,1,3,2,1,2,2,3,1,0,49,1,45,120,1,3108.80459515348,0,0,0
4627502,1,2,51,2,5,2,0,2,2,1,0,0,54,1,53,1,2,2592.59252929688,0,0,0
4630072,1,2,55,2,6,2,1,3,1,1,1,1,40,1,11,240,1,14034.9328184951,0,0,0
4630072,1,3,23,3,6,2,1,3,1,1,0,1,50,1,15,12,5,7933.33349609375,0,0,0
4630073,1,1,34,1,6,2,1,3,1,1,0,1,60,1,44,84,5,17500,0,0,0
4630073,1,2,33,2,6,2,0,3,1,1,0,1,48,1,59,58,5,5347.22216796875,0,0,0
4630074,1,1,37,1,6,2,1,3,1,1,0,1,40,1,2,84,5,23333.333984375,0,0,0
4630074,1,2,36,2,6,2,0,3,1,1,0,1,40,1,21,84,4,23333.333984375,0,0,0
4630075,1,1,46,1,5,2,1,3,2,1,1,0,48,1,45,96,1,8612.7955766403,0,0,0
4630075,1,2,41,2,5,2,0,3,1,1,0,1,48,1,39,30,5,4861.111328125,0,0,0
4630075,1,3,20,3,6,2,1,3,1,1,0,1,48,1,55,4,5,4861.111328125,0,0,0
4630076,1,1,32,1,5,2,1,1,1,2,0,1,60,1,58,144,5,8555.5556640625,0,0,0
4630077,1,1,47,1,5,2,0,3,2,1,0,0,48,1,33,48,3,3159.72216796875,0,0,0
4630077,1,2,24,3,6,2,1,3,1,1,0,1,48,1,3,12,5,6319.4443359375,0,0,0
4630077,1,4,25,3,6,2,0,3,1,1,0,1,48,1,33,58,5,12152.77734375,0,0,0
4630078,1,1,31,1,5,2,1,3,1,1,0,1,21,1,17,4,4,8680.466796875,0,0,0
4630078,1,2,37,2,6,2,0,3,2,1,0,0,36,1,45,0,2,5063.60546875,0,0,0
4630079,1,1,52,1,5,2,0,3,2,3,0,0,48,1,53,4,2,3888.88891601562,0,0,0
4630079,1,2,56,2,6,2,1,3,2,3,1,0,50,1,83,240,1,9846.35496190933,0,0,0
4630080,1,1,39,1,6,2,1,3,1,1,0,1,48,1,58,75,5,5833.33349609375,0,0,0
4630081,1,1,23,1,5,2,1,3,1,1,0,1,48,1,98,18,4,3888.88891601562,0,0,0
4630082,1,1,60,1,6,2,0,3,3,2,0,1,30,1,13,324,5,23333.333984375,0,2e+06,0
4630082,1,2,55,2,6,2,1,3,2,2,1,0,20,1,12,60,1,14420.0551807396,0,0,0
4630083,1,1,36,1,5,2,1,3,1,1,0,1,48,1,37,36,4,3797.7041015625,0,0,0
4630086,1,1,28,1,5,2,0,2,2,1,0,0,48,1,33,2,4,3797.7041015625,0,0,0
4630087,1,1,72,1,5,2,1,3,3,1,1,1,40,1,98,120,1,13067.076101898,0,2700000,0
4632025,1,1,45,1,5,2,1,1,1,1,0,1,48,1,58,13,5,5298.611328125,0,0,0
4632026,1,1,66,1,4,2,1,2,3,1,1,1,77,1,45,480,1,5836.51324843739,0,687492,3e+05
4632026,1,2,66,2,3,2,0,2,2,1,0,0,49,1,53,4,2,934.240227012126,0,0,0
4632026,1,3,32,3,5,2,1,2,1,1,0,1,48,1,79,144,4,4375,0,0,0
4632027,1,1,43,1,4,2,1,2,1,1,0,1,60,1,85,2,2,3038.16333007812,0,0,0
4632028,1,2,26,2,6,1,1,2,1,1,1,1,48,1,38,1,5,8179.17904712903,0,0,0
4632028,1,3,38,9,6,2,0,2,2,,0,0,56,1,45,3,2,2083.33325195312,0,0,0
4632029,1,1,43,1,5,2,1,3,2,1,1,0,72,1,98,63,1,2683.05134076351,0,0,0
4632029,2,1,45,1,5,2,0,3,1,1,0,1,48,1,62,160,5,3888.88891601562,0,0,0
4632030,1,2,60,2,3,2,1,3,1,1,0,1,44,1,37,204,5,4142.9501953125,0,0,0
4632030,1,1,60,1,5,2,0,3,1,1,0,1,12,1,55,72,2,4666.66650390625,0,0,0
4632031,1,2,45,3,6,2,1,3,1,1,1,1,40,1,8,72,1,11724.5411524237,0,0,0
4632033,1,1,47,1,6,2,0,3,2,1,1,0,40,1,79,18,1,6432.03816598983,0,0,1e+05
4632034,1,3,25,3,5,2,1,3,2,3,0,0,60,1,98,10,3,3305.5556640625,0,0,0
4632034,1,1,56,1,4,2,1,3,1,1,0,1,48,1,81,180,4,5347.22216796875,0,0,0
4632034,1,2,51,2,5,2,0,3,2,1,0,0,40,1,45,120,2,1750,0,0,0
4632035,1,1,42,1,5,2,1,3,1,1,0,1,66,1,97,48,5,2761.96655273438,0,0,0
4632035,1,2,41,2,5,2,0,3,2,1,1,0,60,1,54,180,1,4958.3802389936,0,0,0
4632036,1,2,40,2,3,2,0,2,1,1,0,1,72,1,54,1,1,4050.92602539062,0,0,0
4632036,1,3,24,3,6,2,0,2,1,1,0,1,36,1,97,36,5,3641.9443359375,0,0,0
4632036,1,1,42,1,3,2,1,2,1,1,0,1,48,1,58,18,5,8993.0556640625,0,0,0
4632037,1,2,40,3,5,2,0,2,1,1,0,1,56,1,45,2,5,3255.17504882812,0,0,0
4632039,1,4,38,3,6,2,1,3,2,3,0,0,58,1,51,0,2,7469.18209525887,0,0,0
4632039,1,5,30,5,5,2,0,3,2,3,1,0,20,1,45,18,1,6834.98529372109,0,0,0
4632040,2,1,51,1,3,2,1,3,1,1,0,1,48,1,95,1,4,3797.7041015625,0,0,0
4632041,1,3,20,4,6,2,1,3,1,1,0,1,48,1,3,24,5,4861.111328125,0,0,0
4632041,1,2,47,3,5,2,0,3,2,1,1,0,48,1,77,36,1,3649.17777267456,0,0,0
4632043,1,2,47,2,4,2,0,3,1,1,0,1,48,1,39,4,4,3797.7041015625,0,0,0
4632043,1,1,57,1,5,2,1,3,1,1,0,1,48,1,58,11,5,5590.27783203125,0,0,0
4632044,1,1,23,1,5,2,0,2,2,3,0,0,48,1,45,6,2,2916.66674804688,0,0,0
4632045,1,1,43,1,5,2,1,2,1,1,0,1,44,1,87,84,4,6469.69677734375,0,0,0
4632046,1,1,51,1,6,2,1,2,1,1,0,1,60,1,58,8,5,3811.11108398438,0,0,0
4632046,1,2,45,2,5,2,0,2,2,1,1,0,30,1,55,96,1,2940.66008089843,0,0,0
4632047,1,6,20,3,3,2,1,2,1,1,0,1,48,1,83,6,3,4861.111328125,0,0,0
4632047,1,5,23,3,5,2,0,2,1,1,0,1,48,1,3,14,5,6319.4443359375,0,0,0
4632047,1,4,27,3,6,2,0,2,2,3,0,0,8,1,54,2,1,5833.33349609375,0,0,0
4632047,1,3,28,3,6,2,1,2,1,1,0,1,48,1,3,24,5,5833.33349609375,0,0,0
4632048,1,1,34,1,3,2,1,2,1,1,0,1,48,1,95,12,5,3797.7041015625,0,0,0
4632048,1,2,37,2,1,2,0,2,1,1,0,1,45,1,54,18,2,4148.14794921875,0,0,0
4632049,1,2,20,3,6,2,1,2,1,1,0,1,48,1,39,5,5,3791.66674804688,0,0,0
4632050,1,2,53,2,3,2,0,2,2,,0,0,40,1,55,6,2,5600,0,0,0
4632050,1,1,50,1,3,2,1,2,2,3,0,0,48,1,45,96,2,5257.01254289854,0,0,0
4632050,1,3,20,3,5,2,1,2,2,,0,0,21,1,45,5,2,1555.55554199219,0,0,0
4632051,1,1,29,1,4,2,0,2,1,1,1,1,48,1,56,120,1,840.518341613253,0,0,0
